               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 163,            0.023723,           0.0089075,            0.001141,             0.86451,             0.85539,             0.87062,             0.61097,            0.030142,            0.017619,           0.0035129,            0.004654,            0.004654,            0.004654
                 164,            0.022672,           0.0078906,           0.0009663,             0.88505,             0.81164,             0.86091,             0.57086,            0.031748,            0.018343,           0.0039108,            0.004621,            0.004621,            0.004621
                 165,            0.022801,           0.0096746,          0.00084369,             0.87216,             0.81773,              0.8788,             0.60378,            0.030599,            0.017739,           0.0042521,            0.004588,            0.004588,            0.004588
                 166,            0.021906,           0.0086545,          0.00088181,             0.84262,             0.82985,             0.85617,             0.58749,            0.031136,            0.018151,           0.0042717,            0.004555,            0.004555,            0.004555
                 167,            0.023661,           0.0087594,          0.00091454,             0.85487,             0.84112,             0.88655,             0.60858,            0.029729,            0.017748,           0.0040935,            0.004522,            0.004522,            0.004522
                 168,             0.02172,           0.0091778,          0.00087339,             0.85178,             0.83799,             0.87599,             0.61021,            0.029929,            0.017624,           0.0038449,            0.004489,            0.004489,            0.004489
                 169,            0.021548,           0.0089041,          0.00087064,              0.8924,             0.78532,             0.86792,             0.60659,            0.029914,            0.017642,           0.0038053,            0.004456,            0.004456,            0.004456
                 170,            0.020882,           0.0080276,          0.00084358,             0.87992,             0.80009,             0.86059,             0.60652,             0.02994,            0.017798,           0.0036556,            0.004423,            0.004423,            0.004423
                 171,            0.023255,           0.0095214,          0.00085512,             0.87929,             0.80255,             0.86754,             0.61003,            0.029105,             0.01767,           0.0034205,             0.00439,             0.00439,             0.00439
                 172,            0.023303,           0.0097309,          0.00093559,             0.86004,             0.80446,             0.85205,             0.58086,            0.030526,            0.017942,           0.0033227,            0.004357,            0.004357,            0.004357
                 173,            0.021962,           0.0096001,          0.00086567,              0.8638,             0.81606,             0.85775,             0.60577,            0.028275,            0.017076,           0.0032053,            0.004324,            0.004324,            0.004324
                 174,            0.020897,           0.0088652,           0.0007868,             0.83906,             0.86854,             0.87876,             0.61965,            0.028005,            0.016827,           0.0029992,            0.004291,            0.004291,            0.004291
                 175,             0.02242,            0.009471,          0.00090064,             0.83215,             0.86564,             0.86809,             0.59041,             0.02834,            0.016845,            0.002902,            0.004258,            0.004258,            0.004258
                 176,            0.021541,           0.0086323,          0.00082463,             0.81922,             0.88011,             0.87008,             0.59692,             0.02786,            0.016646,           0.0028862,            0.004225,            0.004225,            0.004225
                 177,            0.022939,           0.0097286,           0.0007983,             0.78783,             0.91425,             0.87552,             0.58121,            0.029587,            0.017323,           0.0028798,            0.004192,            0.004192,            0.004192
                 178,            0.022948,            0.009477,          0.00095366,             0.78395,             0.91648,             0.86752,             0.60168,            0.028091,            0.017384,           0.0029488,            0.004159,            0.004159,            0.004159
                 179,              0.0216,           0.0084287,          0.00095866,             0.78745,             0.89304,             0.87536,             0.60958,            0.029461,            0.017874,           0.0030913,            0.004126,            0.004126,            0.004126
                 180,            0.022229,           0.0088566,           0.0009086,             0.81248,             0.87076,               0.881,             0.61929,            0.028733,            0.017335,           0.0032347,            0.004093,            0.004093,            0.004093
                 181,            0.020277,           0.0087918,          0.00085932,             0.82926,             0.87394,             0.88542,             0.61816,            0.028783,            0.017184,           0.0031601,             0.00406,             0.00406,             0.00406
                 182,            0.018687,           0.0082001,           0.0007952,             0.81839,             0.88287,             0.88089,             0.61846,             0.02769,            0.016928,           0.0031406,            0.004027,            0.004027,            0.004027
                 183,            0.020534,           0.0086743,          0.00090355,             0.83441,             0.86751,             0.87006,              0.6208,            0.028535,            0.017257,           0.0030993,            0.003994,            0.003994,            0.003994
                 184,            0.021228,           0.0081546,          0.00079203,             0.82989,             0.86811,             0.87277,             0.61456,            0.028166,             0.01715,           0.0032624,            0.003961,            0.003961,            0.003961
                 185,            0.020566,           0.0085075,          0.00081924,             0.78803,             0.88739,             0.87054,             0.62691,            0.028298,            0.017048,            0.003222,            0.003928,            0.003928,            0.003928
                 186,            0.020526,           0.0084508,          0.00083402,             0.90656,             0.79779,             0.87059,             0.62966,            0.028336,            0.017071,           0.0032003,            0.003895,            0.003895,            0.003895
                 187,            0.021887,           0.0091517,           0.0008637,             0.82731,             0.87149,             0.87411,             0.62295,            0.028322,            0.017014,           0.0030965,            0.003862,            0.003862,            0.003862
                 188,            0.020381,           0.0082422,          0.00074604,             0.82021,             0.88089,             0.87485,             0.61374,            0.027893,               0.017,           0.0030442,            0.003829,            0.003829,            0.003829
                 189,            0.018645,           0.0086942,          0.00086565,             0.86742,             0.83417,             0.88248,             0.61609,            0.028505,            0.017122,           0.0030236,            0.003796,            0.003796,            0.003796
                 190,            0.020236,           0.0086423,          0.00074696,             0.89197,             0.82434,             0.87883,             0.60157,            0.029931,            0.017404,           0.0031228,            0.003763,            0.003763,            0.003763
                 191,            0.024225,           0.0086078,          0.00067538,             0.87262,             0.85507,             0.86752,             0.60674,            0.029323,            0.017204,           0.0032062,             0.00373,             0.00373,             0.00373
                 192,            0.020515,           0.0088743,          0.00091333,             0.88292,             0.84301,             0.86121,             0.59597,            0.029482,            0.017434,           0.0031094,            0.003697,            0.003697,            0.003697
                 193,            0.019308,           0.0091393,          0.00086608,             0.89584,             0.81818,             0.86486,             0.60897,            0.028235,            0.017247,           0.0030842,            0.003664,            0.003664,            0.003664
                 194,            0.019324,           0.0083336,          0.00072726,             0.88402,             0.81761,              0.8646,             0.61457,            0.028371,            0.017387,           0.0030532,            0.003631,            0.003631,            0.003631
                 195,            0.022223,           0.0090728,           0.0008157,             0.90259,             0.82029,             0.86427,             0.61004,             0.02912,            0.017467,           0.0031555,            0.003598,            0.003598,            0.003598
                 196,            0.020919,           0.0088972,          0.00078138,             0.90646,             0.83291,             0.88304,             0.61507,            0.028373,            0.017207,            0.003235,            0.003565,            0.003565,            0.003565
                 197,            0.018998,           0.0080211,           0.0010084,             0.89662,              0.8455,             0.88442,             0.61552,            0.028608,            0.017148,           0.0031646,            0.003532,            0.003532,            0.003532
                 198,            0.018634,            0.008507,          0.00084891,             0.88699,             0.83798,             0.87699,             0.62086,            0.028558,            0.016939,            0.003117,            0.003499,            0.003499,            0.003499
                 199,            0.020392,            0.007787,          0.00071469,             0.88349,              0.8238,             0.87542,             0.61444,            0.027947,            0.016949,           0.0030761,            0.003466,            0.003466,            0.003466
                 200,            0.019169,           0.0076873,          0.00071043,             0.83498,             0.86574,             0.87498,              0.6205,            0.027127,             0.01669,           0.0030873,            0.003433,            0.003433,            0.003433
                 201,            0.018203,           0.0074089,           0.0007028,             0.84953,             0.87563,             0.88433,             0.61173,            0.027552,            0.016879,           0.0030798,              0.0034,              0.0034,              0.0034
                 202,            0.018294,           0.0078568,          0.00067317,             0.84125,             0.90368,             0.89821,             0.63198,            0.027459,             0.01681,           0.0030847,            0.003367,            0.003367,            0.003367
                 203,            0.017875,           0.0081775,          0.00064422,             0.84951,             0.86719,             0.88261,             0.62661,             0.02757,            0.016873,           0.0031959,            0.003334,            0.003334,            0.003334
                 204,            0.017731,           0.0077982,          0.00059221,             0.85026,             0.88331,             0.89847,             0.62598,            0.027799,             0.01708,           0.0032862,            0.003301,            0.003301,            0.003301
                 205,             0.01836,           0.0077949,          0.00081349,             0.82204,             0.88639,             0.88728,             0.63049,            0.026507,            0.017135,           0.0032029,            0.003268,            0.003268,            0.003268
                 206,            0.017266,           0.0073924,          0.00072257,             0.82737,             0.87415,             0.88922,             0.64062,            0.026363,            0.017218,            0.003183,            0.003235,            0.003235,            0.003235
                 207,            0.018229,           0.0075439,          0.00058162,             0.80429,             0.89916,             0.88446,             0.63417,            0.026096,            0.017216,           0.0032068,            0.003202,            0.003202,            0.003202
                 208,            0.016828,           0.0081261,          0.00064334,             0.80127,             0.88257,             0.88081,             0.63211,            0.026281,            0.017466,           0.0032808,            0.003169,            0.003169,            0.003169
                 209,            0.017913,           0.0073409,          0.00065314,             0.81209,             0.85625,             0.87539,             0.62541,             0.02652,            0.017491,           0.0032134,            0.003136,            0.003136,            0.003136
                 210,            0.017684,           0.0076074,          0.00062351,             0.80377,             0.87361,             0.87494,             0.62392,            0.026535,            0.017578,           0.0031389,            0.003103,            0.003103,            0.003103
                 211,            0.017549,           0.0083259,          0.00059109,             0.76417,               0.919,             0.86542,             0.62258,            0.026472,            0.017634,            0.003018,             0.00307,             0.00307,             0.00307
                 212,            0.016921,           0.0068058,          0.00061892,             0.80641,              0.8354,             0.85277,              0.6088,            0.026882,            0.017892,           0.0029409,            0.003037,            0.003037,            0.003037
                 213,            0.017532,           0.0078183,          0.00062351,             0.83154,             0.84566,             0.86784,             0.61033,            0.027153,            0.018009,           0.0029516,            0.003004,            0.003004,            0.003004
                 214,            0.018519,           0.0074062,          0.00074677,             0.84082,             0.85059,             0.87299,             0.61252,            0.028131,            0.018243,           0.0029964,            0.002971,            0.002971,            0.002971
                 215,            0.018254,           0.0079411,          0.00063922,             0.80307,             0.87613,             0.86906,             0.61883,            0.026938,            0.018192,           0.0031343,            0.002938,            0.002938,            0.002938
                 216,            0.016509,           0.0077624,          0.00062971,             0.82523,             0.83842,             0.85972,             0.60359,            0.027798,            0.018429,           0.0030803,            0.002905,            0.002905,            0.002905
                 217,             0.01745,           0.0080068,          0.00071455,             0.83399,             0.83907,             0.85795,             0.60896,            0.027338,            0.017981,           0.0029372,            0.002872,            0.002872,            0.002872
                 218,            0.016088,           0.0065731,          0.00061781,             0.83674,             0.82894,             0.84349,             0.60507,            0.027945,             0.01808,           0.0028828,            0.002839,            0.002839,            0.002839
                 219,            0.017481,           0.0081547,          0.00057022,             0.84322,             0.83952,             0.86094,             0.60435,            0.027778,            0.017813,           0.0029388,            0.002806,            0.002806,            0.002806
                 220,            0.017721,           0.0076792,          0.00066723,             0.85435,             0.84925,             0.86382,             0.61322,            0.027481,            0.017664,           0.0029865,            0.002773,            0.002773,            0.002773
                 221,            0.017029,            0.007682,          0.00056654,             0.84055,             0.83831,             0.85406,             0.61341,            0.027551,            0.017785,           0.0029277,             0.00274,             0.00274,             0.00274
                 222,            0.016535,           0.0068503,          0.00051373,             0.85675,             0.83921,             0.86141,             0.61513,            0.028005,            0.017977,           0.0028804,            0.002707,            0.002707,            0.002707
                 223,            0.017512,            0.007378,           0.0006277,             0.85729,             0.84148,             0.86647,             0.62521,            0.027485,            0.017777,           0.0027942,            0.002674,            0.002674,            0.002674
                 224,            0.016938,            0.006447,          0.00054519,             0.84903,             0.84818,             0.87224,             0.61017,            0.028319,            0.017899,           0.0027466,            0.002641,            0.002641,            0.002641
                 225,            0.017617,           0.0074486,          0.00054389,             0.88205,             0.82036,             0.87868,             0.61769,            0.027162,            0.017579,           0.0027006,            0.002608,            0.002608,            0.002608
                 226,            0.016772,           0.0073133,          0.00058514,             0.88101,             0.80889,             0.87682,             0.61665,             0.02739,            0.017649,           0.0027227,            0.002575,            0.002575,            0.002575
                 227,            0.017723,           0.0068901,          0.00053135,             0.88566,             0.82019,             0.87664,             0.62601,            0.026958,            0.017558,           0.0027951,            0.002542,            0.002542,            0.002542
                 228,            0.015761,           0.0080772,          0.00054593,              0.8535,             0.82747,             0.87876,             0.62101,            0.027117,            0.017677,           0.0027524,            0.002509,            0.002509,            0.002509
                 229,             0.01676,           0.0078313,          0.00053262,             0.79503,             0.89823,             0.87613,             0.62454,            0.026437,            0.017405,           0.0027389,            0.002476,            0.002476,            0.002476
                 230,            0.015925,           0.0072376,          0.00058061,             0.84927,             0.84605,              0.8773,             0.63664,            0.026185,            0.017177,           0.0026944,            0.002443,            0.002443,            0.002443
                 231,            0.015856,           0.0073259,          0.00051344,             0.85036,             0.84941,             0.87298,             0.63077,            0.026475,            0.017173,           0.0027522,             0.00241,             0.00241,             0.00241
                 232,            0.015767,           0.0067468,          0.00048376,             0.85464,              0.8515,               0.873,             0.62858,            0.026545,            0.017253,           0.0028182,            0.002377,            0.002377,            0.002377
                 233,            0.016193,           0.0077298,          0.00043599,              0.8392,             0.83955,             0.87516,             0.62829,            0.026871,             0.01753,           0.0028263,            0.002344,            0.002344,            0.002344
                 234,             0.01602,           0.0069931,          0.00051955,             0.83443,              0.8402,             0.88198,              0.6355,              0.0266,            0.017443,           0.0028197,            0.002311,            0.002311,            0.002311
                 235,            0.017997,           0.0078832,          0.00056797,             0.82115,             0.83367,             0.87689,             0.63544,            0.027115,            0.017699,           0.0028432,            0.002278,            0.002278,            0.002278
                 236,            0.016337,            0.007605,          0.00041545,             0.82421,             0.84991,              0.8796,             0.63899,            0.027032,            0.017703,           0.0028444,            0.002245,            0.002245,            0.002245
                 237,            0.016273,           0.0081074,          0.00058453,             0.82675,             0.86121,             0.87399,             0.62064,            0.026952,            0.017738,           0.0028373,            0.002212,            0.002212,            0.002212
                 238,            0.016422,           0.0078591,          0.00055215,             0.82677,             0.86408,             0.88033,             0.62774,            0.027426,             0.01805,           0.0028617,            0.002179,            0.002179,            0.002179
                 239,            0.015671,           0.0071687,          0.00045145,             0.83473,             0.85394,             0.87747,             0.63893,            0.026911,            0.018262,            0.002878,            0.002146,            0.002146,            0.002146
                 240,            0.015503,           0.0069167,          0.00049614,              0.8287,             0.85177,             0.87419,             0.62824,            0.027099,             0.01845,           0.0029435,            0.002113,            0.002113,            0.002113
                 241,             0.01525,           0.0072985,          0.00052609,             0.82369,             0.85565,              0.8764,             0.63033,            0.026818,            0.018368,           0.0029835,             0.00208,             0.00208,             0.00208
                 242,            0.015751,           0.0072059,          0.00046734,             0.82459,             0.86408,             0.87484,             0.63638,            0.026418,            0.018141,           0.0029938,            0.002047,            0.002047,            0.002047
                 243,            0.015267,           0.0071872,          0.00048936,             0.83093,             0.86408,             0.87877,             0.63414,            0.026361,            0.017873,           0.0030495,            0.002014,            0.002014,            0.002014
                 244,            0.014919,           0.0070446,          0.00051145,             0.82786,             0.86408,             0.87516,             0.63152,              0.0274,            0.018244,           0.0030447,            0.001981,            0.001981,            0.001981
                 245,            0.015267,           0.0069006,          0.00044586,             0.82284,             0.86408,             0.87367,             0.63185,            0.026999,            0.018443,           0.0029886,            0.001948,            0.001948,            0.001948
                 246,            0.015119,           0.0074132,          0.00055638,             0.80344,             0.87971,             0.87924,             0.63288,            0.027226,            0.018698,           0.0029549,            0.001915,            0.001915,            0.001915
                 247,             0.01599,           0.0070334,          0.00050001,             0.79753,              0.8818,             0.87952,             0.62716,            0.027621,            0.018594,           0.0029313,            0.001882,            0.001882,            0.001882
                 248,            0.015432,           0.0070465,          0.00056721,             0.79957,             0.87744,             0.87803,             0.63266,            0.027043,            0.018514,           0.0029024,            0.001849,            0.001849,            0.001849
                 249,             0.01436,            0.006703,          0.00057682,             0.80701,             0.86723,             0.87787,             0.61727,            0.027743,            0.018815,           0.0028892,            0.001816,            0.001816,            0.001816
                 250,            0.014742,           0.0071924,          0.00038976,             0.80805,             0.87276,             0.88009,             0.61908,            0.027609,            0.018834,           0.0028707,            0.001783,            0.001783,            0.001783
                 251,            0.014439,           0.0074426,          0.00048919,              0.8048,             0.86526,             0.87487,             0.61981,            0.027225,            0.018659,           0.0028784,             0.00175,             0.00175,             0.00175
                 252,            0.014938,           0.0071338,          0.00046803,             0.81031,             0.87252,             0.87644,             0.62785,             0.02698,            0.018612,           0.0028754,            0.001717,            0.001717,            0.001717
                 253,            0.014044,           0.0072489,          0.00039923,             0.81349,             0.85409,             0.87776,             0.61982,            0.026928,            0.018664,           0.0028509,            0.001684,            0.001684,            0.001684
                 254,            0.015735,           0.0072312,          0.00041068,             0.82852,             0.84885,             0.87432,             0.62153,            0.026824,            0.018696,           0.0028636,            0.001651,            0.001651,            0.001651
                 255,            0.014685,           0.0065203,          0.00044552,             0.83198,             0.83488,             0.87152,             0.62439,            0.026711,            0.018653,           0.0028635,            0.001618,            0.001618,            0.001618
                 256,            0.015198,           0.0071293,          0.00045994,             0.80886,             0.86637,             0.87272,             0.62821,            0.027008,            0.018681,           0.0028549,            0.001585,            0.001585,            0.001585
                 257,             0.01491,           0.0067948,          0.00040114,                0.83,             0.87711,             0.88546,             0.63282,            0.026935,             0.01873,           0.0028076,            0.001552,            0.001552,            0.001552
                 258,            0.014661,            0.006528,          0.00039683,             0.83064,             0.87732,             0.88785,             0.63426,            0.027077,            0.018829,           0.0027317,            0.001519,            0.001519,            0.001519
                 259,            0.015414,           0.0075809,          0.00051381,             0.82026,             0.86628,             0.87772,             0.63007,            0.027267,            0.018709,           0.0027209,            0.001486,            0.001486,            0.001486
                 260,            0.014329,           0.0068758,           0.0004533,              0.8273,             0.86221,             0.88463,             0.63161,            0.027435,            0.018565,           0.0027817,            0.001453,            0.001453,            0.001453
                 261,             0.01493,           0.0061337,          0.00033539,             0.84346,             0.85974,             0.87967,             0.62611,            0.027473,            0.018478,           0.0027957,             0.00142,             0.00142,             0.00142
                 262,            0.015152,           0.0070863,           0.0005657,             0.83262,             0.86342,             0.88143,             0.62519,            0.027698,             0.01848,           0.0028418,            0.001387,            0.001387,            0.001387
                 263,            0.014469,            0.006497,          0.00043755,             0.83897,             0.87068,             0.88117,             0.62368,            0.027726,            0.018507,           0.0029363,            0.001354,            0.001354,            0.001354
                 264,            0.014037,           0.0061259,          0.00036199,             0.82294,             0.87228,             0.88066,             0.62797,              0.0279,            0.018611,           0.0029666,            0.001321,            0.001321,            0.001321
                 265,             0.01416,            0.006722,          0.00048624,             0.82504,             0.87088,             0.88171,             0.62433,            0.027725,            0.018564,            0.002949,            0.001288,            0.001288,            0.001288
                 266,            0.013886,           0.0069157,           0.0003378,             0.82109,             0.86566,             0.88087,             0.62441,            0.027736,            0.018502,            0.002963,            0.001255,            0.001255,            0.001255
                 267,            0.013505,           0.0061077,          0.00037475,             0.82179,             0.86568,              0.8817,             0.63102,            0.027211,            0.018381,           0.0029358,            0.001222,            0.001222,            0.001222
                 268,            0.014071,           0.0060728,          0.00032119,             0.83205,             0.86896,             0.88373,             0.63302,            0.027238,            0.018393,           0.0029239,            0.001189,            0.001189,            0.001189
                 269,            0.014405,           0.0071525,          0.00046564,             0.83535,             0.86343,             0.88433,             0.63231,            0.027185,             0.01835,           0.0029287,            0.001156,            0.001156,            0.001156
                 270,            0.014194,           0.0067781,           0.0003759,             0.83655,             0.86495,             0.88453,             0.63527,            0.027072,            0.018244,           0.0029387,            0.001123,            0.001123,            0.001123
                 271,            0.013736,           0.0067563,          0.00046963,             0.83777,             0.86458,             0.88312,             0.62935,            0.027129,            0.018291,           0.0029753,             0.00109,             0.00109,             0.00109
                 272,            0.013849,           0.0067514,          0.00040224,             0.83216,             0.87608,             0.87581,             0.63199,             0.02715,            0.018332,           0.0030153,            0.001057,            0.001057,            0.001057
                 273,            0.013495,           0.0063954,          0.00033372,             0.83287,             0.86996,             0.87654,             0.62697,            0.027292,            0.018391,           0.0030442,            0.001024,            0.001024,            0.001024
                 274,            0.012775,           0.0066643,          0.00036389,             0.83178,              0.8685,             0.88047,             0.63365,            0.027339,             0.01849,           0.0030512,            0.000991,            0.000991,            0.000991
                 275,            0.014238,           0.0066114,          0.00040334,             0.88112,             0.81585,               0.883,             0.63564,            0.027441,            0.018635,           0.0030127,            0.000958,            0.000958,            0.000958
                 276,            0.014149,            0.007091,          0.00052796,             0.82746,             0.86988,             0.88338,             0.63452,            0.027278,              0.0186,           0.0029916,            0.000925,            0.000925,            0.000925
                 277,            0.014317,           0.0066645,          0.00040548,              0.8246,             0.87382,              0.8799,             0.63434,            0.027212,            0.018627,           0.0029525,            0.000892,            0.000892,            0.000892
                 278,             0.01272,           0.0060817,          0.00045393,             0.87306,             0.82726,             0.87965,             0.63986,             0.02706,             0.01864,           0.0029267,            0.000859,            0.000859,            0.000859
                 279,            0.013525,           0.0060565,          0.00027674,             0.81694,              0.8829,             0.87802,             0.63183,            0.027265,            0.018733,           0.0029041,            0.000826,            0.000826,            0.000826
                 280,            0.013054,           0.0058356,          0.00032542,             0.82659,             0.86823,              0.8771,             0.63536,            0.026993,             0.01867,           0.0028996,            0.000793,            0.000793,            0.000793
                 281,            0.012889,           0.0063017,          0.00047317,             0.83055,             0.86726,             0.87592,             0.63829,            0.026942,            0.018617,           0.0028862,             0.00076,             0.00076,             0.00076
                 282,            0.013027,           0.0063301,           0.0002807,             0.87971,             0.82334,              0.8746,             0.62925,             0.02718,            0.018644,           0.0028648,            0.000727,            0.000727,            0.000727
                 283,            0.014036,           0.0066854,          0.00043327,             0.88032,             0.81859,             0.87714,             0.63077,            0.027162,            0.018641,           0.0028562,            0.000694,            0.000694,            0.000694
                 284,            0.014125,           0.0069273,          0.00036472,             0.87928,             0.82451,             0.87742,             0.63752,            0.026947,            0.018639,           0.0028377,            0.000661,            0.000661,            0.000661
                 285,            0.013435,           0.0064813,          0.00040295,             0.87746,             0.82726,             0.88041,             0.64431,            0.027042,            0.018697,           0.0028437,            0.000628,            0.000628,            0.000628
                 286,            0.012894,           0.0064882,          0.00030423,             0.87522,             0.82726,             0.88009,             0.64551,            0.026843,            0.018685,           0.0028293,            0.000595,            0.000595,            0.000595
                 287,            0.012998,           0.0068826,           0.0004062,             0.87747,             0.82726,             0.88043,              0.6402,            0.026836,            0.018773,           0.0028037,            0.000562,            0.000562,            0.000562
                 288,            0.013253,           0.0063105,          0.00034051,             0.87828,             0.82726,             0.88191,             0.64398,              0.0269,            0.018857,           0.0027827,            0.000529,            0.000529,            0.000529
                 289,            0.013001,           0.0064497,          0.00030188,             0.87866,             0.82726,             0.88116,              0.6399,            0.027042,            0.018929,           0.0028161,            0.000496,            0.000496,            0.000496
                 290,            0.013958,           0.0065903,           0.0004071,             0.87855,             0.82726,             0.88044,             0.63748,            0.027227,            0.018951,           0.0028309,            0.000463,            0.000463,            0.000463
                 291,            0.013612,           0.0061928,          0.00041568,             0.87883,             0.82726,             0.88117,             0.63893,            0.026921,            0.018864,           0.0028233,             0.00043,             0.00043,             0.00043
                 292,            0.013626,             0.00657,          0.00037291,             0.87921,             0.82486,             0.88115,             0.63919,             0.02698,            0.018917,           0.0028165,            0.000397,            0.000397,            0.000397
                 293,            0.013419,           0.0069849,          0.00037665,             0.87936,             0.82304,              0.8811,             0.64271,            0.026796,            0.018873,           0.0028116,            0.000364,            0.000364,            0.000364
                 294,            0.013315,           0.0063644,          0.00036023,             0.87924,             0.82287,             0.88175,             0.64346,             0.02677,            0.018785,           0.0027919,            0.000331,            0.000331,            0.000331
                 295,            0.012699,           0.0061332,           0.0004831,             0.87079,             0.81945,             0.88269,               0.645,            0.026808,            0.018767,           0.0027671,            0.000298,            0.000298,            0.000298
                 296,            0.013251,           0.0064914,          0.00041882,             0.86898,             0.82138,             0.88209,             0.64425,            0.026942,            0.018809,           0.0027855,            0.000265,            0.000265,            0.000265
                 297,            0.013228,           0.0069355,           0.0003843,             0.86887,             0.81945,             0.88166,             0.64102,             0.02693,            0.018817,           0.0027971,            0.000232,            0.000232,            0.000232
                 298,            0.012336,           0.0064869,          0.00043334,             0.86995,             0.81945,             0.88184,             0.64253,            0.026951,            0.018827,           0.0027969,            0.000199,            0.000199,            0.000199
                 299,            0.011994,            0.006297,          0.00028025,             0.87217,             0.81945,              0.8812,             0.64256,            0.026821,            0.018789,           0.0028074,            0.000166,            0.000166,            0.000166
